UUID,Alignments,Subject Group,,Grade Group,Category,OLO.ID,Description,Assessment Example,Resource Link,Notes
17f0e398-49c7-4a01-8087-fb3edc6b9f73,7.NS.1,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.22,Subtract rational numbers,,,
f5a47171-772a-4ba1-a5b5-5e383dfb3eec,7.NS.1.a,OLO.Math,,Middle School,Properties of Rational Numbers,OLO.PRN.2,Demonstrate which opposite quantities combine to make 0 (additive inverse and identify properties),,,
4baf29dc-bd9c-4187-a87f-8e979e3d1876,7.NS.1.b,OLO.Math,,Middle School,Properties of Rational Numbers,OLO.PRN.3,Demonstrate which opposite quantities combine to make 0 (additive inverse and identify properties),,,
f58fb60d-3b89-49e6-994e-a989012c6447,7.NS.1.c,OLO.Math,,Middle School,Properties of Rational Numbers,OLO.PRN.4,Show and apply the concept that the distance between two rational numbers on a number line is their absolute value,,,
a0f64546-4629-4f70-9806-57234e8d3b48,7.NS.1.d,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.23,Add Rational numbers,,,
5a166300-ab59-44fe-9c09-e62f8eb54217,7.NS.1.d,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.24,Subtract rational numbers,,,
bac7d800-fbc0-49e1-adfa-1c9817949e57,7.NS.2,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.25,Multiply rational numbers,,,
157ac552-2847-46f6-a15f-8bb4ab120d8a,7.NS.2,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.26,Divide rational numbers,,,
daf74ab6-85db-46e1-b303-63ce87c33a54,7.NS.2.a,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.27,,,,
e0f783ab-7e8b-400d-9439-24a95ee0afa2,7.NS.2.b,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.28,Integers can be divided as long as the denominator is not 0.,,,
2380a90e-b5e7-4e21-aede-a62efc97ee82,7.NS.2.b,OLO.Math,,Middle School,Properties of Rational Numbers,OLO.PRN.5,Demonstrate understanding of the commutative property –(p/q) = (–p)/q = p/(–q),,,
0218922d-46bc-48b8-8f3d-4a3e0cad9cec,7.NS.2.c,OLO.Math,,Middle School,Properties of Rational Numbers,OLO.PRN.6,,,,
33ccf459-1717-45ef-8cb1-552f6f65d2f1,7.NS.2.d,OLO.Math,,Middle School,Conversions-MiddleSchool,OLO.CONVM.1,Convert a rational number to a decimal,,,
99fe193f-879d-4a5c-af24-d4cdc6c7e8f7,7.NS.2.d,OLO.Math,,Middle School,Properties of Rational Numbers,OLO.PRN.7,Know that the decimal form of a rational number terminates in 0s or eventually repeats.,,,
080be4ac-ee32-43a4-b559-74787f2a61ab,7.NS.3,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.29,Solve real world problems with the four operations of rational numbers,,,
b6b9591d-f6ef-4d91-8e03-388d7211c05a,7.RP.1,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.19,Compute unit rates associated with fractions,,,
bd7f1cf5-2768-4917-8db8-fb81a65d7545,7.RP.1,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.20,Compute unit rates of quantities measured in like or different units,,,
93937462-7741-4036-b3a0-21dd65cb2b35,7.RP.2,OLO.Math,,Middle School,Solve proportion problems,OLO.PROPM.6,Represent proportional relationships between quantities,,,
33cfdcc9-8f19-42e6-b809-e9c1c4bf1969,7.RP.2.a,OLO.Math,,Middle School,Coordinate Plane -Rational,OLO.COPR.13,Test for equivalent ratios in a table or graphing on a coordinate plane,,,
946138e2-72bd-42b3-acbe-3ceb3e692d74,7.RP.2.b,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.3,"Identify the constant of proportionality in tables, graphs, equations, diagrams or verbal descriptions",,,
4d521cfe-e9ae-499b-a030-02bf092b2e30,7.RP.2.c,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.4,Represent propotional relationships by equations,,,
27d4d682-60fc-4b19-a773-339b095f2d51,7.RP.2.d,OLO.Math,,Middle School,Graphing/Modeling-MiddleSchool,OLO.GMM.5,"Graph proportional relationships of the type (0,0) and (1,r)",,,
fe651e39-a765-4a04-a106-4e9dda61e075,7.RP.3,OLO.Math,,Middle School,Solve proportion problems,OLO.PROPM.7,Use proportional relationships to solve multistep ratio and percent problems,,,
e6c692f6-11d4-4d0f-b870-e0eb90f2bdca,7.SP.1,OLO.Math,,Middle School,Sampling,OLO.SAMP.1,Understand that generalizations about a population from a sample are valid only if the sample is representative of the popuatlion.,,,
abb8791a-2f20-4c43-beaa-40f9d4e0f876,7.SP.1,OLO.Math,,Middle School,Sampling,OLO.SAMP.2,Understand that random sampling tends to produce representative samples and support valid inferences.,,,
2791617b-f427-4fbc-b358-b54df90ab213,7.SP.2,OLO.Math,,Middle School,Sampling,OLO.SAMP.3,Use data from a random sample to draw inferences about a population with an unknown characteristic of interest.,,,
bc9d93ae-da35-4864-a8d6-9b261dadfb5e,7.SP.2,OLO.Math,,Middle School,Sampling,OLO.SAMP.4,Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions.,,,
01558005-bab7-490c-ac0e-559fffff8735,7.SP.2,OLO.Math,,Middle School,Variability,OLO.VAR.3,Gauge how far off the estimate or prediction might be.,,,
815a8f38-fa43-418c-9528-032894251d9f,7.SP.3,OLO.Math,,Middle School,Variability,OLO.VAR.4,Measure the difference between the centersof graphical distributions by expressing it as a multiple of a measure of variability as well as visual overlap,,,
0d50fd79-00f1-4b18-a501-62c58e6a2863,7.SP.4,OLO.Math,,Middle School,Variability,OLO.VAR.5,Use measures of center and variability for numerical data from random samples to draw informal comparitive inferences about two populations.,,,
ab78b196-61fc-4e03-9276-44f46ed20a2c,7.SP.4,OLO.Math,,Middle School,Variability,OLO.VAR.6,Use measures of variability for numerical data from random samples to draw informal comparitive inferences about two populations.,,,
052b35de-36bf-4e7e-9481-80125ef6f8b8,7.SP.5,OLO.Math,,Middle School,Probability,OLO.PRBM.1,Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring.,,,
191437c6-b0f6-4db6-ab20-54deb03488ff,7.SP.6,OLO.Math,,Middle School,Probability,OLO.PRBM.2,Predict the relative frequency given a probability,,,
c24944a1-9759-4ff3-b60f-8df47c2e4367,7.SP.6,OLO.Math,,Middle School,Sampling,OLO.SAMP.5,Approximate the possibility of a chance event by collecting data and observing long=run relative frequency.,,,
ce2ca14b-b87f-43e8-bb59-fd34a796df7a,7.SP.7,OLO.Math,,Middle School,Probability,OLO.PRBM.3,Find probabilities of events.,,,
3b1c6c64-3b16-4d68-b6a9-069c0650ef83,7.SP.7,OLO.Math,,Middle School,Probability,OLO.PRBM.4,Compare probabilities from a model to observed frequencies and explain possible sources of discrepencies.,,,
d2f57384-d168-4539-987d-466f43dc2687,7.SP.7.a,OLO.Math,,Middle School,Probability,OLO.PRBM.5,Use a uniform probability omdel to determine probabilities of events.,,,
ef6b6ce7-0437-4b75-b01c-ad92df199300,7.SP.7.b,OLO.Math,,Middle School,Probability,OLO.PRBM.6,Develop a probability model by observation.,,,
c7246a27-1fda-4538-8c60-897a95525890,7.SP.8,OLO.Math,,Middle School,Probability,OLO.PRBM.7,"Find probabilities of compound events using graphical displays including lists, tables, trees, diagrams, and simulation",,,
0eafd0fd-0abc-46ff-8255-53763d9bd481,7.SP.8.a,OLO.Math,,Middle School,Probability,OLO.PRBM.8,Understand the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.,,,
73431c78-051f-431e-bc9e-3fff13803fb8,7.SP.8.b,OLO.Math,,Middle School,Sampling,OLO.SAMP.6,Represent sample spaces for compound events using graphical methods.,,,
1a5731b2-a132-4039-99b2-e54c00052115,7.SP.8.c,OLO.Math,,Middle School,Sampling,OLO.SAMP.7,,,,
5ffe1bf3-0d7a-4b76-bae7-82b1b5f339de,8.EE.1,OLO.Math,,Middle School,Exponents-MiddleSchool,OLO.EXPM.3,Aply the properties of integer exponents to generate equivalent numerical expressions,,,
af1f69fc-4a84-4975-be4d-a4265279b701,8.EE.2,OLO.Math,,Middle School,Exponents-MiddleSchool,OLO.EXPM.4,Use square root symbols to represent solutions to equations of the form x^2 = p where p is a positive rational number,,,
69758377-b9f1-44c0-9355-41024b16cc58,8.EE.2,OLO.Math,,Middle School,Exponents-MiddleSchool,OLO.EXPM.5,Use square root symbols to represent solutions to equations of the form x^3 = p where p is a positive rational number,,,
9860beaf-7ac9-4771-bd51-9103dadb0732,8.EE.2,OLO.Math,,Middle School,Exponents-MiddleSchool,OLO.EXPM.6,Evaluate square roots of small perfect squares.,,,
cd8bf832-2922-4962-b0b9-25c67efa097e,8.EE.2,OLO.Math,,Middle School,Exponents-MiddleSchool,OLO.EXPM.7,Evaluate cube roots of small perfect cubes.,,,
825c0086-7816-4908-b949-13319fa065f2,8.EE.2,OLO.Math,,Middle School,Properties of Irrational Numbers,OLO.PIR.4,Know that √2 is irrational.,,,
e13724d5-cb0c-456c-bbea-33a79c2ad457,8.EE.3,OLO.Math,,Middle School,Exponents-MiddleSchool,OLO.EXPM.8,Use the powers of 10 to estimate large or small quantities,,,
c691986c-544d-4e7f-bf6d-cb94149e0e02,8.EE.4,OLO.Math,,Middle School,Exponents-MiddleSchool,OLO.EXPM.9,Perform operations with numbers expressed in scientific notation,,,
2ad39dcf-82e8-4c00-8117-19769c7be820,8.EE.5,OLO.Math,,Middle School,Graphing/Modeling-MiddleSchool,OLO.GMM.7,Graph proportional relationships,,,
41099078-93ed-48d1-bdf7-9f993cdb8533,8.EE.5,OLO.Math,,Middle School,Solve proportion problems,,Compare two different proportional relationships represented in different ways,,,
9d6a4aa7-05f1-436d-9d16-30b028dbc667,8.EE.6,OLO.Math,,Middle School,Coordinate Plane -Rational,OLO.COPR.14,Use similar triangles to explain why the slope is the same between any two distinct points on a non-vertical lin in the coordinate plane,,,
d3a78826-82e3-4ca3-886e-fab3c25f4219,8.EE.6,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.6,Derive the equation y=mx for a line through the origin,,,
a50e309c-cd37-4844-89b5-39cf46206af4,8.EE.6,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.7,Derive y=mx+b for a line intercepting the vertical axis at b,,,
e57caacb-5d59-46e2-85f9-39b21806b27b,8.EE.7,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.8,Solve linear equations in one variable.,,,
5222bd2c-2f73-42fa-8708-c93741dbd4cd,8.EE.7.a,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.9,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions",,,
9d13855c-9f85-431e-b9af-594ed7489095,8.EE.7.b,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.10,Solve linear equations with rational number coefficients,,,
64ac8339-55ce-49e0-92bc-63db862572fc,8.EE.8,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.11,Analyze and solve pairs of simultaneous linear equations.,,,
09c2e4ee-d37c-4221-b6e4-cab50c149153,8.EE.8.a,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.12,Analyze and solve pairs of simultaneous linear equations.,,,
cba668ce-e4ba-4b83-ac64-56e3c2714ae6,8.EE.8.b,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.13,Solve systems of two linear equations in two variables algebraically,,,
52fa9b9b-cc00-4367-817f-83fc1e955f14,8.EE.8.b,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.14,Estimate solutions of linear equations by graphing the equations,,,
a34e47d6-41be-47ba-a8ca-3cf9145c0c62,8.EE.8.b,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.15,Solve simple cases of two linear equations by inspection,,,
cd9840a5-c24f-4c69-9643-40b0850af1a5,8.EE.8.c,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.16,Analyze and solve pairs of simultaneous linear equations.,,,
5a74083e-ca44-4ff2-923f-3e02b879e9dd,8.F.1,OLO.Math,,Middle School,Functions,OLO.FUNC.1,A function is a rule that assigns every input exatly one output,,,
6b35dd08-60f6-46e0-b523-fb00a5942b7d,8.F.1,OLO.Math,,Middle School,Functions,OLO.FUNC.2,The graph of a function is the set of ordered pairs consisting of an input and the corresponding output,,,
40cb2d4c-be6e-4989-b8ee-fd61e4284737,8.F.2,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.17,"Compare properties of two functions each represented either algebraically, in tables, or by descriptions.",,,
b27396dd-949d-4a76-8d93-9533f003e164,8.F.3,OLO.Math,,Middle School,Functions,OLO.FUNC.3,Give examples of functions that are not linear (not y=mx+b),,,
3d3bd131-86e1-4a40-a225-3f1a9b614320,8.F.3,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.18,Interpret the equation y=mx+b as defining a linear function,,,
e8514428-19dc-4f8e-85d3-b6532dab1d21,8.F.4,OLO.Math,,Middle School,Functions,OLO.FUNC.4,Construct a function to model a linear relationship between two quantities,,,
0c2d181a-0999-4111-91ad-3d5cce840d30,8.F.4,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.19,Determine the rate of change and initial value from two coordinate points,,,
fe79ff07-ab05-460c-9d45-de59bf2dcbc3,8.F.4,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.20,Intepret the rate of change and initial value of a linear function in terms of the situation it models,,,
23df1a3d-93b5-44f9-b114-ba60ac2c13fb,8.F.5,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.21,Describe qualitatively the functional relationship between two quantities by analyzing a graph,,,
ad90a260-35fb-4c57-80b9-a93a4f50a7af,8.G.1,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.2,Verify experimentally the properties of rotations,,,
80b13fbb-9c4c-4886-bd00-ba9be3fc00d0,8.G.1,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.3,Verify experimentally the properties of reflections,,,
94863f68-07fb-42ec-abbf-4f94aec98e86,8.G.1,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.4,Verify experimentally the properties of translations,,,
9e780a46-1639-4526-a07e-fca0cc7197f6,8.G.1.a,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.5,Lines of the same measure are congruent with lines of the same measure even when transformed,,,
14e788bc-d770-4649-a7f5-4defa4101c80,8.G.1.a,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.6,Line segments are congruent with other line segments of the same measurements even when transformed,,,
38cb5fdb-71eb-449b-b453-224e9cb1538d,8.G.1.b,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.7,Angles of a given angle are congruent to other angles of the same angle,,,
16292fe5-afc5-4b09-bb5b-4bc71f2e9ae5,8.G.1.c,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.8,Parallel lines are congruent by nature of both being parallel lines,,,
ee533c18-9838-4112-bd4b-8a0fc65bec62,8.G.2,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.9,"Understand rotation, reflection, and translation preserve congruence",,,
a8fe3168-d62e-4763-999c-2ed1a18b4bb0,8.G.2,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.10,"Given two congruent figures, describe a geometric transofrmation sequence that exhibits the congruence between them.",,,
1920e0e7-b82b-48aa-ac88-e1547a58a268,8.G.3,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.11,Describe the effect of dilations on two-dimensional figures using coordinates,,,
b3a425d5-6480-4a85-ba66-6833b7c40487,8.G.3,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.12,Describe the effect of translations on two-dimensional figures using coordinates,,,
c6f06d94-7ad4-4381-b3d5-678a92a9659a,8.G.3,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.13,Describe the effect of reflections on two-dimensional figures using coordinates,,,
d6336c6c-8afa-4660-8bb4-71a57c751b98,8.G.4,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.14,"Understand rotation, reflection, dilation, and translation preserve congruence",,,
788afe7d-1618-468c-bdf2-e72b3a3ace79,8.G.4,OLO.Math,,Middle School,Geometric Transformations-MiddleSchool,OLO.GTM.15,"Given two congruent figures, describe a geometric transformation sequence that exhibits the similarity between them.",,,
0cf06247-231b-43ef-8022-7eab540ba90c,8.G.5,OLO.Math,,Middle School,Angles-MiddleSchool,OLO.AngM.2,Use informal arguments to establish facts about the angle sum and exterior angle of triangles,,,
df0328fd-0e81-48c5-82ea-63c602aee878,8.G.5,OLO.Math,,Middle School,Angles-MiddleSchool,OLO.AngM.3,Use ifnormal arguments to establish facts about the angles created when parallel lines are cut by a transversal,,,
44988326-0c6d-440b-933a-6263bc952112,8.G.5,OLO.Math,,Middle School,Angles-MiddleSchool,OLO.AngM.4,Use informal arguments to establish the angle-angle criterion for similarity of triangles.,,,
2818f935-da0e-408d-a75b-75fd4333d7f1,8.G.6,OLO.Math,,Middle School,Geometric Proofs-MiddleSchool,OLO.GPM.1,Explain a proof of the pythagorean theorem,,,
fdb6794a-e058-4d4c-a2c6-ad9702943eb7,8.G.6,OLO.Math,,Middle School,Geometric Proofs-MiddleSchool,OLO.GPM.2,Explain the converse of the pythagorean theorem,,,
cc7468e0-ec06-4533-86ce-61e970504688,8.G.7,OLO.Math,,Middle School,Pythagorean Theorem,OLO.PYTHTH.1,Apply the pythagorean theorem to determine unkown side lengths in right triangles in two dimensions,,,
1df12bfd-3df4-4e99-8e1d-fa0d59c83d19,8.G.7,OLO.Math,,Middle School,Pythagorean Theorem,OLO.PYTHTH.2,Apply the pythagorean theorem to determine unkown side lengths in right triangles in three dimensions,,,
930b384b-80c2-4e0c-adff-e2621cb5b511,8.G.8,OLO.Math,,Middle School,Pythagorean Theorem,OLO.PYTHTH.3,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.,,,
fc57b9af-5bd1-4e5d-b679-6c45c804749e,8.G.9,OLO.Math,,Middle School,Volume and Surface Area-MiddleSchool,OLO.VSAM.7,Solve problems involving the volume of cones,,,
5a604c1e-2e82-438b-8036-a311150b9561,8.G.9,OLO.Math,,Middle School,Volume and Surface Area-MiddleSchool,OLO.VSAM.8,Solve problems involving the volume of cylinders,,,
43b76ad2-ebd0-4084-8741-6c1a81fd333b,8.G.9,OLO.Math,,Middle School,Volume and Surface Area-MiddleSchool,OLO.VSAM.9,Solve problems involving the volume of spheres,,,
f2da77a1-e539-4c3f-8a8f-6d5266c43496,8.NS.1,OLO.Math,,Middle School,Properties of Irrational Numbers,OLO.PIR.1,Know that numbers not rational are called irrational,,,
a3e697cb-edef-44b4-a65b-8d04781709fe,8.NS.1,OLO.Math,,Middle School,Properties of Irrational Numbers,OLO.PIR.2,Convert a decimal expansion which repeats eventually into a rational number.,,,
3016ba8c-6063-4cb5-b24e-124a1eed8ac3,8.NS.1,OLO.Math,,Middle School,Properties of Rational Numbers,OLO.PRN.8,Understand that every number has a decimal expansion,,,
3b1881b2-cf18-496d-847d-aee335394660,8.NS.2,OLO.Math,,Middle School,Operations with Irrational Numbers,OLO.OIN.1,Estimate the value of irrational expressions,,,
5030f3a6-4cce-4d93-872f-ffb91cfacb18,8.NS.2,OLO.Math,,Middle School,Operations with Rational Numbers,OLO.ORN.32,Use rational approximattions of irrational numbers to compare the size of irrational numbers,,,
c5291cb3-aef3-4e01-807d-4b91d399e817,8.NS.2,OLO.Math,,Middle School,Properties of Irrational Numbers,OLO.PIR.3,Locate irrational numbers on a number line,,,
ba1a0bb8-226f-4071-bcb5-8b6ba799d7dd,8.SP.1,OLO.Math,,Middle School,Graphing/Modeling-MiddleSchool,OLO.GMM.8,Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities,,,
fbf4d53f-63b5-4585-959d-03ab8592ce67,8.SP.1,OLO.Math,,Middle School,Graphing/Modeling-MiddleSchool,OLO.GMM.9,"Describe patterns in bivariate data such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",,,
f6e98c93-4e2f-4e42-9f79-f946138379e5,8.SP.2,OLO.Math,,Middle School,Graphing/Modeling-MiddleSchool,OLO.GMM.10,Assess a model fit by judging the closeness of the data points to a linear pattern.,,,
3b9d4776-51f0-4735-89e3-534bb26d422b,8.SP.3,OLO.Math,,Middle School,Solve linear equations,OLO.LINEQ.22,Use the equation of a linear model in the context of bivariate measurement data,,,
d425b640-b7bd-4261-8f7c-286b41477e51,8.SP.4,OLO.Math,,Middle School,Graphing/Modeling-MiddleSchool,OLO.GMM.11,Use relative frequencies calculated for rows or columns to describe possible association between the two variables,,,
32e2df5b-0b64-4df6-8061-85a56436d919,8.SP.4,OLO.Math,,Middle School,Summarize Data,OLO.SUMDTA.7,Display frequencies and relative frequenencies in a two-way table,,,
9419fa84-a45e-477c-8d78-ffda43209cc5,8.SP.4,OLO.Math,,Middle School,Summarize Data,OLO.SUMDTA.8,Construct and interpret a two-way table summarizing data on two categorical vairables collected form the same subjects.,,,